Similar_Users,User1_id,User1_post,user1_Tags,user2_id,User2_post,user2_Tags
"(65586, 59087)",65586,none,none,59087,"[38253, 38395, 39504, 39694, 43661, 43821, 45860, 46740, 46899, 47022, 51214, 51406]",machine-learning cross-validation pca smote machine-learning scikit-learn preprocessing machine-learning pca machine-learning classification machine-learning-model machine-learning regression machine-learning-model overfitting machine-learning python scikit-learn machine-learning-model overfitting machine-learning classification cross-validation pca smote machine-learning scikit-learn regression machine-learning-model ridge-regression machine-learning python dataset machine-learning classification machine-learning-model multilabel-classification unbalanced-classes machine-learning classification machine-learning-model pca machine-learning classification machine-learning-model class-imbalance imbalanced-learn
"(65591, 38744)",65591,none,none,38744,[24408],regression unbalanced-classes normalization class-imbalance
"(65617, 339)",65617,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(65624, 19242)",65624,none,none,19242,[12038],machine-learning python scikit-learn matlab
"(65656, 69982)",65656,none,none,69982,[47740],r time-series regression forecasting
"(65672, 12924)",65672,[43802],neural-network deep-learning classification binary,12924,none,none
"(65719, 27917)",65719,[44008],nlp multiclass-classification,27917,none,none
"(65720, 10095)",65720,[43862],neural-network,10095,none,none
"(65721, 23228)",65721,[43863],pca matplotlib,23228,none,none
"(65760, 39338)",65760,none,none,39338,"[28739, 29148, 37067]",nltk named-entity-recognition natural-language-process python nlp nltk machine-learning python neural-network keras
"(65767, 75153)",65767,"[43897, 45810]",python scikit-learn linear-regression python scikit-learn cross-validation gridsearchcv,75153,none,none
"(65776, 34323)",65776,"[43911, 43986, 44387, 45263, 45519, 45885, 46705, 46782, 46802, 47565, 48525, 48702, 49056, 51621, 56299, 56764]",machine-learning python scikit-learn predictive-modeling multiclass-classification machine-learning scikit-learn predictive-modeling machine-learning python scikit-learn pandas data-science-model machine-learning feature-selection feature-extraction feature-engineering machine-learning-model python text-mining nltk pip machine-learning multiclass-classification nltk machine-learning python feature-extraction python pandas matplotlib machine-learning python multiclass-classification accuracy machine-learning predictive-modeling machine-learning-model cross-validation multiclass-classification prediction classification predictive-modeling multilabel-classification scikit-learn predictive-modeling pandas multiclass-classification machine-learning python pandas multiclass-classification machine-learning cross-validation prediction machine-learning predictive-modeling supervised-learning,34323,none,none
"(65781, 60141)",65781,[43905],python deep-learning cnn computer-vision opencv,60141,none,none
"(65793, 75130)",65793,[43921],machine-learning neural-network deep-learning,75130,none,none
"(65823, 78411)",65823,"[44101, 45650]",python neural-network tensorflow accuracy overfitting python neural-network tensorflow accuracy,78411,none,none
"(65848, 27991)",65848,[43981],deep-learning optimization distributed hardware,27991,[16346],neural-network dataset caffe
"(65856, 30786)",65856,none,none,30786,[23872],r clustering k-means categorical-data
"(65878, 69569)",65878,none,none,69569,"[53779, 56532]",machine-learning tensorflow cnn reference-request inception social-network-analysis reference-request
"(65884, 24420)",65884,none,none,24420,[14053],r
"(65935, 56595)",65935,none,none,56595,[35917],machine-learning keras lstm
"(65968, 43061)",65968,none,none,43061,[29581],machine-learning neural-network deep-learning nlp tensorflow
"(65972, 3516)",65972,[44089],machine-learning neural-network convnet image-classification data-augmentation,3516,none,none
"(66011, 10992)",66011,none,none,10992,[15055],data-mining text-mining data-cleaning
"(66023, 9486)",66023,none,none,9486,"[5701, 6183]",tools text-mining definitions terminology
"(66028, 14360)",66028,none,none,14360,"[13573, 13607, 13894, 13920, 14415, 14467, 15598, 16012, 16248, 24396, 38895]",machine-learning deep-learning keras machine-learning python deep-learning keras machine-learning python deep-learning keras confusion-matrix deep-learning keras neural-network deep-learning keras python keras theano python keras neural-network convnet keras deep-learning convnet keras python recommender-system deep-learning keras convnet image-classification computer-vision
"(66029, 3195)",66029,[44150],machine-learning data-mining naive-bayes-classifier,3195,none,none
"(66040, 31580)",66040,"[44448, 54093, 55908]",nlp clustering feature-extraction encoding embeddings nlp clustering feature-selection unsupervised-learning dimensionality-reduction python nlp encoding parallel processing,31580,[18595],machine-learning
"(66043, 69670)",66043,none,none,69670,[47425],reinforcement-learning
"(66045, 38423)",66045,[44159],data,38423,none,none
"(66047, 26444)",66047,"[44169, 44254]",machine-learning xgboost data-science-model boosting linear-regression logistic-regression,26444,"[20051, 24868]",machine-learning python data-mining nlp nltk nlp information-retrieval
"(66059, 59068)",66059,[44171],image-classification image-recognition reference-request,59068,none,none
"(66061, 45150)",66061,[44174],bigdata data aggregation,45150,none,none
"(66081, 9774)",66081,[44194],machine-learning vector-space-models,9774,"[10674, 10676, 11057]",feature-selection correlation feature-engineering feature-selection correlation feature-engineering machine-learning clustering ensemble-modeling
"(66094, 69625)",66094,[44202],text-mining,69625,none,none
"(66104, 1248)",66104,"[44514, 45982]",python deep-learning keras lstm rnn python deep-learning keras lstm rnn,1248,none,none
"(66108, 44177)",66108,[44215],machine-learning scikit-learn nlp accuracy sentiment-analysis,44177,none,none
"(66123, 47145)",66123,none,none,47145,[38043],deep-learning training loss-function learning-rate deep-network
"(66131, 54976)",66131,[51651],feature-selection,54976,none,none
"(66138, 4718)",66138,[44241],machine-learning deep-learning tensorflow computer-vision,4718,none,none
"(66155, 38076)",66155,[44263],parameter-estimation estimators,38076,none,none
"(66182, 68457)",66182,none,none,68457,"[46394, 46625]",python scikit-learn k-means machine-learning-model machine-learning python nlp confusion-matrix
"(66189, 339)",66189,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(66198, 74577)",66198,none,none,74577,[52899],keras nlp lstm
"(66210, 76766)",66210,[51053],tensorflow,76766,[54726],machine-learning deep-learning time-series algorithms
"(66215, 15412)",66215,[44420],machine-learning regression linear-regression regularization,15412,"[9793, 9813, 11704, 11747, 13059, 13069, 13089, 13350, 13376, 13410, 13580, 13706, 13726, 13762, 13782, 13897, 13923, 14690, 15043, 18687, 20296]",machine-learning python scikit-learn machine-learning python svm scikit-learn python neural-network deep-learning keras python deep-learning cross-validation keras python data pandas python pandas machine-learning python data-cleaning pandas keras machine-learning python deep-learning regression keras machine-learning python deep-learning scikit-learn keras machine-learning python scikit-learn random-forest machine-learning python dataset scikit-learn machine-learning deep-learning tensorflow keras machine-learning scikit-learn feature-engineering encoding machine-learning scikit-learn feature-extraction feature-engineering dataset pandas feature-extraction categorical-data feature-engineering deep-learning keras word-embeddings word2vec machine-learning deep-learning word-embeddings word2vec sentiment-analysis machine-learning python visualization data-cleaning python dataset visualization pandas distribution python visualization pandas machine-learning deep-learning
"(66232, 42381)",66232,[44324],machine-learning neural-network gradient-descent,42381,none,none
"(66245, 20490)",66245,[44333],classification nlp text,20490,none,none
"(66284, 77826)",66284,none,none,77826,[55777],tensorflow
"(66308, 76300)",66308,[44968],python pandas simulation monte-carlo,76300,none,none
"(66330, 71949)",66330,none,none,71949,[49731],python nlp
"(66331, 77393)",66331,none,none,77393,"[55311, 56376, 58387]",python deep-learning preprocessing pytorch image-preprocessing neural-network deep-learning computer-vision convolution deep-learning cnn convnet pytorch image-preprocessing
"(66332, 42230)",66332,none,none,42230,"[32869, 52343]",machine-learning classification regression statistics lda pandas bigdata dataframe
"(66350, 60851)",66350,none,none,60851,[39783],machine-learning nlp speech-to-text
"(66351, 65108)",66351,none,none,65108,"[53950, 54352]",nlp encoding predictive-modeling
"(66352, 71936)",66352,"[48748, 48862]",word2vec gensim machine-learning deep-learning information-retrieval similar-documents,71936,none,none
"(66386, 14411)",66386,"[44776, 44790, 44871, 45540, 45663, 45954, 46332, 46488, 47742]",python computer-vision object-detection opencv python computer-vision opencv python computer-vision opencv machine-learning python scikit-learn regression supervised-learning machine-learning python scikit-learn pandas python deep-learning keras regression matplotlib machine-learning python scikit-learn time-series regression python deep-learning keras regression python statistics scipy,14411,"[9117, 11547]",svm unbalanced-classes cross-validation machine-learning classification evaluation
"(66472, 56913)",66472,none,none,56913,"[53569, 54327]",deep-learning nlp deep-learning training recurrent-neural-net
"(66524, 1249)",66524,[47641],r data code,1249,none,none
"(66552, 30661)",66552,[44617],machine-learning python multilabel-classification,30661,none,none
"(66577, 339)",66577,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(66607, 45271)",66607,none,none,45271,[27953],rnn
"(66639, 53526)",66639,[44717],tensorflow azure-ml,53526,none,none
"(66648, 45726)",66648,none,none,45726,"[47008, 55416]",time-series lstm bias data-leakage time-series
"(66658, 64937)",66658,none,none,64937,[43423],machine-learning predictive-modeling accuracy
"(66664, 30986)",66664,[44745],python text-mining,30986,none,none
"(66702, 31388)",66702,none,none,31388,[44797],machine-learning q-learning
"(66707, -1)",66707,[45174],machine-learning scikit-learn multilabel-classification,-1,none,none
"(66720, 58078)",66720,[53493],neural-network keras,58078,none,none
"(66736, 20614)",66736,"[45039, 47385]",deep-learning cnn training gan deep-learning autoencoder,20614,none,none
"(66750, 75812)",66750,none,none,75812,[53858],reinforcement-learning
"(66758, 52967)",66758,[54432],neural-network classification regression,52967,none,none
"(66801, 37590)",66801,none,none,37590,"[22004, 22757]",machine-learning supervised-learning unsupervised-learning data-mining sequential-pattern-mining
